Feature_Name,Target,Diameter,Center_Latitude,Center_Longitude,Coordinate_System,Approval_Status,Approval_Date,Origin,
"Libya","Mars",0,0,90,"Planetocentric  +East  0 - 360","Approved","1958","Area from W. Egypt to greater Syrtis.",
"Libya Montes","Mars",1043.63,1.44,88.23,"Planetocentric  +East  0 - 360","Approved","1979","Classical albedo feature name.",
"Licus Vallis","Mars",240,-3.05,126.35,"Planetocentric  +East  0 - 360","Approved","1982","Ancient name for modern Lech River, France.",
"Li Fan","Mars",105.58,-46.88,206.94,"Planetocentric  +East  0 - 360","Approved","1973","Chinese astronomer (c. A.D. 85).",
"Linpu","Mars",18.16,18.14,113.21,"Planetocentric  +East  0 - 360","Approved","1976","Town in China (Chekiang).",
"Lins","Mars",6.17,15.76,330.2,"Planetocentric  +East  0 - 360","Approved","1976","Town in Brazil.",
"Lipany","Mars",50.1,-0.22,79.67,"Planetocentric  +East  0 - 360","Approved","Jun 13, 2011","Town in Slovakia.",
"Lipik","Mars",48.95,-38.41,111.61,"Planetocentric  +East  0 - 360","Approved","Feb 12, 2009","Town in Croatia.",
"Liris Valles","Mars",596.24,-10.5,58.25,"Planetocentric  +East  0 - 360","Approved","1985","Ancient name for modern Liri River, Italy.",
"Lisboa","Mars",1.17,21.24,312.41,"Planetocentric  +East  0 - 360","Approved","1979","Portuguese port.",
"Lismore","Mars",9.34,27.04,318.35,"Planetocentric  +East  0 - 360","Approved","Sep 14, 2006","Town in Ireland.",
"Littleton","Mars",7.35,15.7,107.14,"Planetocentric  +East  0 - 360","Approved","1988","Town in Maine, USA.",
"Liu Hsin","Mars",134.51,-53.2,188.45,"Planetocentric  +East  0 - 360","Approved","1973","Chinese astronomer (d. A.D. 22).",
"Livny","Mars",9.29,-27.16,330.88,"Planetocentric  +East  0 - 360","Approved","1976","Town in Russia.",
"Llanesco","Mars",29.4,-28.18,258.89,"Planetocentric  +East  0 - 360","Approved","1991","Town in Spain.",
"Lobo Vallis","Mars",80,26.82,298.83,"Planetocentric  +East  0 - 360","Approved","1988","Modern river in Ivory Coast.",
"Locana","Mars",6.64,-3.39,321.91,"Planetocentric  +East  0 - 360","Approved","1976","Town in Italy.",
"Lockyer","Mars",71.35,27.84,160.51,"Planetocentric  +East  0 - 360","Approved","1973","Joseph N.; British astronomer (1836-1920).",
"Locras Valles","Mars",351.32,8.84,48.26,"Planetocentric  +East  0 - 360","Approved","1979","Ancient name for river on Corsica.",
"Lod","Mars",7.6,20.98,328.46,"Planetocentric  +East  0 - 360","Approved","1976","Town in Israel.",
"Lodwar","Mars",15.01,-55.09,316.68,"Planetocentric  +East  0 - 360","Approved","1991","Town in Kenya.",
"Lohse","Mars",151.01,-43.24,343.31,"Planetocentric  +East  0 - 360","Approved","1973","Oswald; German astronomer (1845-1915).",
"Loire Valles","Mars",790,-17.69,342.97,"Planetocentric  +East  0 - 360","Approved","1982","Modern river in France.",
"Loja","Mars",9.9,41.22,136.21,"Planetocentric  +East  0 - 360","Approved","1979","Town in Ecuador.",
"Lomela","Mars",11.16,-81.65,303.81,"Planetocentric  +East  0 - 360","Approved","1991","Town in Zaire.",
"Lomonosov","Mars",130.53,65.04,350.76,"Planetocentric  +East  0 - 360","Approved","1973","Mikhail Vasilievich; Russian poet, scientist, and grammarian (1711-1765).",
"Lonar","Mars",11.07,72.99,38.29,"Planetocentric  +East  0 - 360","Approved","Apr 16, 2007","Town in India. ",
"Longa","Mars",10.97,-20.67,334.06,"Planetocentric  +East  0 - 360","Approved","1976","Town in Angola.",
"Loon","Mars",7.71,-18.84,113.45,"Planetocentric  +East  0 - 360","Approved","1991","Town in Ontario, Canada.",
"López","Mars",85,-14.57,98.04,"Planetocentric  +East  0 - 360","Approved","Oct 7, 2014","Epidio López; Mexican astronomer and author (1879-1965).",
"Lorica","Mars",58.49,-19.83,331.67,"Planetocentric  +East  0 - 360","Approved","1976","Town in Colombia.",
"Los","Mars",8.05,-35.08,283.77,"Planetocentric  +East  0 - 360","Approved","1979","Town in Sweden.",
"Lota","Mars",14.68,46.32,348.2,"Planetocentric  +East  0 - 360","Approved","1976","Town in Chile.",
"Loto","Mars",22.14,-21.88,337.56,"Planetocentric  +East  0 - 360","Approved","1976","Town in Zaire.",
"Louros Valles","Mars",516.14,-8.41,278.23,"Planetocentric  +East  0 - 360","Approved","1982","Modern river in Greece.",
"Louth","Mars",36.29,70.19,103.24,"Planetocentric  +East  0 - 360","Approved","Feb 7, 2007","Town in Ireland.",
"Lowbury","Mars",17.18,42.41,267.08,"Planetocentric  +East  0 - 360","Approved","1991","Town in New Zealand.",
"Lowell","Mars",202.22,-51.96,278.5,"Planetocentric  +East  0 - 360","Approved","1973","Percival; American astronomer (1855-1916).",
"Luba","Mars",38.33,-18.26,323,"Planetocentric  +East  0 - 360","Approved","May 31, 2013","Town in the Republic of Equatorial Guinea.",
"Lucaya","Mars",34.21,-11.55,51.91,"Planetocentric  +East  0 - 360","Approved","Jan 30, 2013","Town in the Commonwealth of the Bahamas.",
"Luck","Mars",7.75,17.26,323.09,"Planetocentric  +East  0 - 360","Approved","1976","Town in Wisconsin, USA.",
"Lucus Planum","Mars",899.87,-4.99,182.83,"Planetocentric  +East  0 - 360","Approved","1997","Albedo feature name.",
"Luga","Mars",44.56,-44.25,312.58,"Planetocentric  +East  0 - 360","Approved","1976","Town in Russia.",
"Luki","Mars",20.8,-29.53,322.63,"Planetocentric  +East  0 - 360","Approved","1979","Town in Ukraine.",
"Lunae Mensa","Mars",114.75,23.91,297.5,"Planetocentric  +East  0 - 360","Approved","1988","Albedo feature name.",
"Lunae Palus","Mars",0,14.83,295,"Planetocentric  +East  0 - 360","Approved","1958","Roman Moon goddess Luna; ""Luna's Swamp,"" or African Lunae Mountains where Nile was thought to originate.",
"Lunae Planum","Mars",1817.66,10.79,294.49,"Planetocentric  +East  0 - 360","Approved","1973","Classical albedo feature name.",
"Luqa","Mars",17.14,-18.23,131.82,"Planetocentric  +East  0 - 360","Approved","Mar 4, 2010","Town in Malta.",
"Lutsk","Mars",4.85,38.7,356.91,"Planetocentric  +East  0 - 360","Approved","1976","Town in Ukraine.",
"Luzin","Mars",101.04,27.06,31.28,"Planetocentric  +East  0 - 360","Approved","1976","N. N.; Russian mathematician (1883-1950).",
"Lycus Sulci","Mars",1350.61,28.14,215.53,"Planetocentric  +East  0 - 360","Approved","1976","Classical albedo feature name.",
"Lydda","Mars",33.83,24.42,328.05,"Planetocentric  +East  0 - 360","Approved","1997","Town in Israel.",
"Lyell","Mars",121.83,-69.91,344.53,"Planetocentric  +East  0 - 360","Approved","1973","Charles; British geologist (1797-1875).",
"Lyot","Mars",221.53,50.47,29.34,"Planetocentric  +East  0 - 360","Approved","1973","Bernard; French astronomer (1897-1952).",
"Ma'adim Vallis","Mars",913.11,-21.98,177.5,"Planetocentric  +East  0 - 360","Approved","1973","Word for ""Mars"" in Hebrew.",
"Mädler","Mars",124.16,-10.65,2.77,"Planetocentric  +East  0 - 360","Approved","1973","Johann H. von; German astronomer (1794-1874).",
"Madrid","Mars",3.8,48.45,135.44,"Planetocentric  +East  0 - 360","Approved","1979","Spanish tracking site.",
"Mad Vallis","Mars",537.37,-56.27,76.47,"Planetocentric  +East  0 - 360","Approved","1994","Modern river, Vermont, USA.",
"Mafra","Mars",13.35,-44.02,306.85,"Planetocentric  +East  0 - 360","Approved","1976","Town in Brazil.",
"Magadi","Mars",50.79,-34.52,313.93,"Planetocentric  +East  0 - 360","Approved","1979","Town in Kenya.",
"Magelhaens","Mars",103.8,-32.36,185.42,"Planetocentric  +East  0 - 360","Approved","1976","Fernao de; Portuguese navigator (1480-1521).",
"Maggini","Mars",139.06,27.78,9.5,"Planetocentric  +East  0 - 360","Approved","1973","Mentore; Italian astronomer (1890-1941).",
"Mago","Mars",2.74,15.92,105.36,"Planetocentric  +East  0 - 360","Approved","1988","Town in Russia.",
"Magong","Mars",46.56,11.89,313.31,"Planetocentric  +East  0 - 360","Approved","Apr 9, 2014","Town in Taiwan (also spelled Makung).",
"Maidstone","Mars",9.39,-41.56,305.78,"Planetocentric  +East  0 - 360","Approved","1976","Town in England.",
"Main","Mars",110.99,-76.54,49.01,"Planetocentric  +East  0 - 360","Approved","1973","Robert; British astronomer (1808-1878).",
"Maja Valles","Mars",1515,10.23,301.62,"Planetocentric  +East  0 - 360","Approved","1979","Nepali word for ""Mars"".",
"Majuro","Mars",43.43,-33.26,84.33,"Planetocentric  +East  0 - 360","Approved","Nov 28, 2011","Capital of the Republic of the Marshall Islands.",
"Makhambet","Mars",15.85,28.43,319.53,"Planetocentric  +East  0 - 360","Approved","Sep 14, 2006","Town in Kazakhstan.",
"Malea Patera","Mars",241.61,-63.54,51.59,"Planetocentric  +East  0 - 360","Approved","2003","Classical albedo feature name.",
"Malea Planum","Mars",872.47,-65.82,62.94,"Planetocentric  +East  0 - 360","Approved","1985","From albedo feature at 60S, 290W.",
"Mamers Valles","Mars",1020,40.65,17.94,"Planetocentric  +East  0 - 360","Approved","1976","Word for ""Mars"" in Oscan.",
"Manah","Mars",9.9,-4.66,326.39,"Planetocentric  +East  0 - 360","Approved","1976","Town in Oman.",
"Mandora","Mars",55.94,12.22,306.37,"Planetocentric  +East  0 - 360","Approved","1988","Town in Australia.",
"Mangala Fossa","Mars",695,-17.27,214.12,"Planetocentric  +East  0 - 360","Approved","1991","Named for nearby valles.",
"Mangala Valles","Mars",900,-11.32,208.61,"Planetocentric  +East  0 - 360","Approved","1973","Word for ""Mars"" in Sanskrit.",
"Manti","Mars",15.64,-3.58,322.43,"Planetocentric  +East  0 - 360","Approved","1976","Town in Utah, USA.",
"Manzī","Mars",7.52,-22.15,332.53,"Planetocentric  +East  0 - 360","Approved","1976","Town in Burma.",
"Maraldi","Mars",118.24,-61.92,328.04,"Planetocentric  +East  0 - 360","Approved","1973","Giacomo F.; French astronomer (1665-1729).",
"Marbach","Mars",24.74,17.65,111.03,"Planetocentric  +East  0 - 360","Approved","1976","Town in Switzerland.",
"Marca","Mars",78.35,-9.98,201.85,"Planetocentric  +East  0 - 360","Approved","1985","Village in Peru.",
"Mare Acidalium","Mars",0,44.66,330,"Planetocentric  +East  0 - 360","Approved","1958","Name for Acidalian (Venusian) fountain in Boeotia where the Graces bathed.",
"Mare Australe","Mars",0,-59.71,350,"Planetocentric  +East  0 - 360","Approved","1958","""South Sea""",
"Mare Boreum","Mars",0,59.71,180,"Planetocentric  +East  0 - 360","Approved","1958","""North Sea""",
"Mare Chronium","Mars",0,-57.7,150,"Planetocentric  +East  0 - 360","Approved","1958","""Cronian Sea"", northern part of World Sea where eternal dead calm, dangerous to ships, prevailed.",
"Mare Cimmerium","Mars",0,-19.78,140,"Planetocentric  +East  0 - 360","Approved","1958","Cimmerians were ancient Thracian seafarers; ""far western sea"" (Homer).",
"Mare Erythraeum","Mars",0,-24.74,320,"Planetocentric  +East  0 - 360","Approved","1958","Indian Ocean.",
"Mare Hadriacum","Mars",0,-39.67,90,"Planetocentric  +East  0 - 360","Approved","1958","Adriatic Sea.",
"Mareotis Fossae","Mars",1907.94,44.34,283.88,"Planetocentric  +East  0 - 360","Approved","1973","From albedo feature at 32N, 96W.",
"Mare Serpentis","Mars",0,-29.71,40,"Planetocentric  +East  0 - 360","Approved","1958","Named for Constellation Serpens (the snake).",
"Mare Sirenum","Mars",0,-29.71,205,"Planetocentric  +East  0 - 360","Approved","1958","""Sea of the Sirens.""",
"Mare Tyrrhenum","Mars",0,-19.78,105,"Planetocentric  +East  0 - 360","Approved","1958","Tyrrhenian Sea, between Italy and Sicily.",
"Margaritifer Chaos","Mars",383.67,-9.3,338.3,"Planetocentric  +East  0 - 360","Approved","1976","Classical albedo feature name.",
"Margaritifer Sinus","Mars",0,-9.88,335,"Planetocentric  +East  0 - 360","Approved","1958","""Pearl Bay,"" after Pearl Coast, South India.",
"Margaritifer Terra","Mars",2733.22,-1.85,335.08,"Planetocentric  +East  0 - 360","Approved","1979","Classical albedo feature name.",
"Mari","Mars",37.05,-52.01,314.12,"Planetocentric  +East  0 - 360","Approved","1991","Ruined city in Syria.",
"Maricourt","Mars",9.9,53.34,288.83,"Planetocentric  +East  0 - 360","Approved","Apr 16, 2007","Town in Canada. ",
"Marikh Vallis","Mars",1147.22,-19.16,4.32,"Planetocentric  +East  0 - 360","Approved","Aug 20, 2007","Malaysian word for Mars. ",
"Mariner","Mars",156.58,-34.68,195.76,"Planetocentric  +East  0 - 360","Approved","1967","Named for Mariner IV spacecraft.",
"Marte Vallis","Mars",231.43,14.08,182.9,"Planetocentric  +East  0 - 360","Approved","1994","Spanish word for ""Mars"".",
"Marth","Mars",96.69,12.94,356.55,"Planetocentric  +East  0 - 360","Approved","1973","Albert; German astronomer (1828-1897).",
"Martin","Mars",61.11,-21.34,290.75,"Planetocentric  +East  0 - 360","Approved","Sep 14, 2006","James S., Jr.; American engineer (1920-2002).",
"Martynov","Mars",61.13,-30.36,323.59,"Planetocentric  +East  0 - 360","Approved","Jul 15, 2013","Dmitry Yakovlevich; Russian astronomer (1906-1989).",
"Martz","Mars",92.74,-34.91,144.18,"Planetocentric  +East  0 - 360","Approved","1973","Edwin P.; American physicist (1916-1967).",
"Masursky","Mars",115.34,12.07,327.7,"Planetocentric  +East  0 - 360","Approved","1997","Harold; American astrogeologist (1922-1990).",
"Matara","Mars",48.84,-49.61,34.59,"Planetocentric  +East  0 - 360","Approved","Nov 30, 2009","Town in Sri Lanka.",
"Matrona Vallis","Mars",61.28,-7.66,176.19,"Planetocentric  +East  0 - 360","Approved","1985","Classical name for present Marne River, France.",
"Maumee Valles","Mars",390,19.51,307.15,"Planetocentric  +East  0 - 360","Approved","1976","North American river (Indiana, Ohio).",
"Maunder","Mars",90.84,-49.6,1.75,"Planetocentric  +East  0 - 360","Approved","1973","Edward W.; British astronomer (1851-1928).",
"Mawrth Vallis","Mars",634.63,22.43,343.03,"Planetocentric  +East  0 - 360","Approved","1979","Welsh word for ""Mars"".",
"Mazamba","Mars",52.29,-27.53,290.33,"Planetocentric  +East  0 - 360","Approved","Sep 14, 2006","Town in Mozambique.",
"McLaughlin","Mars",90.92,21.9,337.63,"Planetocentric  +East  0 - 360","Approved","1973","Dean B.; American astronomer (1901-1965).",
"McMurdo","Mars",26.9,-84.38,0.59,"Planetocentric  +East  0 - 360","Approved","2000","American station in Antarctica.",
"Medrissa","Mars",19.52,18.64,303.43,"Planetocentric  +East  0 - 360","Approved","1988","Town in Algeria.",
"Medusae Fossae","Mars",278.52,-2.17,195.8,"Planetocentric  +East  0 - 360","Approved","1973","Classical albedo feature name.",
"Medusae Sulci","Mars",191.52,-5.04,200.3,"Planetocentric  +East  0 - 360","Approved","1985","Albedo feature name.",
"Mega","Mars",16.95,-1.43,323.1,"Planetocentric  +East  0 - 360","Approved","1976","Town in Ethiopia.",
"Meget","Mars",4.59,18.86,107.31,"Planetocentric  +East  0 - 360","Approved","1988","Town in Russia.",
"Melas Chasma","Mars",563.52,-10.52,287.46,"Planetocentric  +East  0 - 360","Approved","1973","Classical albedo feature name.",
"Melas Dorsa","Mars",486.81,-18.92,287.9,"Planetocentric  +East  0 - 360","Approved","1976","Classical albedo feature name.",
"Melas Fossae","Mars",568.18,-26.28,288.48,"Planetocentric  +East  0 - 360","Approved","1985","Classical albedo feature name.",
"Melas Labes","Mars",107.24,-8.53,288.3,"Planetocentric  +East  0 - 360","Approved","1985","From albedo feature at 10S, 74W.",
"Mellish","Mars",104.95,-72.63,336.26,"Planetocentric  +East  0 - 360","Approved","1994","John E.; American amateur astronomer (1886-1970).",
"Mellit","Mars",22.53,7.12,358.27,"Planetocentric  +East  0 - 360","Approved","Jan 18, 2008","Town in Sudan.",
"Memnonia","Mars",0,-19.78,210,"Planetocentric  +East  0 - 360","Approved","1958","Land of Memnon, King of Ethiopia.",
"Memnonia Fossae","Mars",1585.28,-23.63,206.18,"Planetocentric  +East  0 - 360","Approved","1973","Classical albedo feature name.",
"Memnonia Sulci","Mars",452.66,-7.16,184.17,"Planetocentric  +East  0 - 360","Approved","1985","Albedo feature name.",
"Mena","Mars",29.91,-32.11,341.24,"Planetocentric  +East  0 - 360","Approved","1979","Town in Russia.",
"Mendel","Mars",77.32,-58.78,161.25,"Planetocentric  +East  0 - 360","Approved","1973","Gregor J.; Austrian biologist (1822-1884).",
"Mendota","Mars",8.86,35.83,138.33,"Planetocentric  +East  0 - 360","Approved","1991","town in Illinois, USA.",
"Meridiani Planum","Mars",1058.53,-0.04,356.86,"Planetocentric  +East  0 - 360","Approved","2003","Classical albedo feature name.",
"Meroe","Mars",0,34.68,75,"Planetocentric  +East  0 - 360","Approved","1958","Ethiopian island on Nile; now Atbar.",
"Meroe Patera","Mars",52.6,6.98,68.77,"Planetocentric  +East  0 - 360","Approved","1982","Classical albedo feature name.",
"Micoud","Mars",51.85,50.56,16.34,"Planetocentric  +East  0 - 360","Approved","Nov 2, 2011","Town in Saint Lucia.",
"Mie","Mars",100.91,48.16,139.65,"Planetocentric  +East  0 - 360","Approved","1973","Gustav; German physicist (1868-1957).",
"Mila","Mars",10.87,-27.16,339.25,"Planetocentric  +East  0 - 360","Approved","1976","Town in Algeria.",
"Milankovič","Mars",113.51,54.46,213.42,"Planetocentric  +East  0 - 360","Approved","1973","Milutin; Yugoslav geophysicist, astrophysicist (1879-1958).",
"Milford","Mars",24.97,-52.41,318.51,"Planetocentric  +East  0 - 360","Approved","1991","Town in Utah, USA.",
"Millman","Mars",73.84,-53.95,210.36,"Planetocentric  +East  0 - 360","Approved","1994","Peter; Canadian astronomer (1906-1990).",
"Millochau","Mars",112.89,-21.19,85.1,"Planetocentric  +East  0 - 360","Approved","1973","Gaston; French astronomer (b. 1866).",
"Milna","Mars",27.48,-23.46,347.76,"Planetocentric  +East  0 - 360","Approved","Aug 12, 2010","Town in the Republic of Croatia.",
"Minio Vallis","Mars",90,-4.38,208.33,"Planetocentric  +East  0 - 360","Approved","1985","Classical name for river in Italy.",
"Mirtos","Mars",6.38,22.12,308.24,"Planetocentric  +East  0 - 360","Approved","1988","Town in Greece (Crete).",
"[Misk]","Mars",10,-0.89,324.5,"Planetocentric  +East  0 - 360","Dropped","1976","Town in Turkey. Name dropped because crater cannot be located on imagery.",
"Mistretta","Mars",16.56,-24.68,250.87,"Planetocentric  +East  0 - 360","Approved","1991","Town in Sicily.",
"Mitchel","Mars",135.9,-67.53,76.01,"Planetocentric  +East  0 - 360","Approved","1973","Ormsby M.; American astronomer (1809-1862).",
"Miyamoto","Mars",145.21,-2.87,353.05,"Planetocentric  +East  0 - 360","Approved","Dec 18, 2007","Shotaro; Japanese astronomer (1912-1992).",
"Mliba","Mars",11.85,-39.61,87.98,"Planetocentric  +East  0 - 360","Approved","1991","Town in Swaziland.",
"Moab","Mars",0,19.78,10,"Planetocentric  +East  0 - 360","Approved","1958","Biblical town bordering Edom.",
"Moanda","Mars",38.88,-35.93,320.05,"Planetocentric  +East  0 - 360","Approved","Jul 5, 2012","Town in Gabon.",
"Moa Valles","Mars",265,35.62,305.3,"Planetocentric  +East  0 - 360","Approved","Jul 10, 2015","River in Sierra Leone.",
"Moeris Lacus","Mars",0,7.91,90,"Planetocentric  +East  0 - 360","Approved","1958","""Moeris Lake;"" Moeris was Egyptian lake in Libyan Desert.",
"Mohawk","Mars",17.49,42.89,354.65,"Planetocentric  +East  0 - 360","Approved","1976","Town in New York, USA.",
"Mojave","Mars",57.97,7.48,327.01,"Planetocentric  +East  0 - 360","Approved","2006","Town in California, USA.",
"Molesworth","Mars",168.87,-27.5,149.27,"Planetocentric  +East  0 - 360","Approved","1973","Percy B.; British astronomer (1867-1908).",
"Moni","Mars",5.44,-47.01,18.77,"Planetocentric  +East  0 - 360","Approved","Jun 29, 2015","Village in Cyprus.",
"Montevallo","Mars",50.42,15.25,305.73,"Planetocentric  +East  0 - 360","Approved","1988","Town in Alabama, USA.",
"Morava Valles","Mars",364.1,-13.57,335.8,"Planetocentric  +East  0 - 360","Approved","Jul 17, 2008","River in the Czech Republic. ",
"Morella","Mars",76.97,-9.58,308.61,"Planetocentric  +East  0 - 360","Approved","2006","Town in Spain.",
"Moreux","Mars",131.55,41.79,44.54,"Planetocentric  +East  0 - 360","Approved","1973","Theophile; French astronomer and meteorologist (1867-1954).",
"Moroz","Mars",116.3,-23.77,339.43,"Planetocentric  +East  0 - 360","Approved","Aug 20, 2007","Vasily Ivanovich; Russian planetary scientist (1931-2004).",
"Morpheos Rupes","Mars",404.15,-36,125.58,"Planetocentric  +East  0 - 360","Approved","1982","Classical albedo feature name.",
"Mosa Vallis","Mars",191.6,-15.09,22.2,"Planetocentric  +East  0 - 360","Approved","1985","Modern river in Western Europe.",
"Moss","Mars",9.09,19.23,109.49,"Planetocentric  +East  0 - 360","Approved","1976","Town in Norway.",
"Muara","Mars",3.83,24.32,340.69,"Planetocentric  +East  0 - 360","Approved","May 6, 2013","Town in Brunei.",
"Müller","Mars",120.51,-25.74,127.89,"Planetocentric  +East  0 - 360","Approved","1973","Hermann J.; American geneticist (1890-1967), and Carl H.; German astronomer (1851-1925).",
"Munda Vallis","Mars",9.13,-5.37,213.83,"Planetocentric  +East  0 - 360","Approved","1985","Classical name for river in ancient Lusitania, (modern Mondega River in Portugal).",
"Murgoo","Mars",22.64,-23.64,337.55,"Planetocentric  +East  0 - 360","Approved","1976","Town in Australia.",
"[Musmar]","Mars",0,24.54,304.3,"Planetocentric  +East  0 - 360","Dropped","1988","Small town in Sudan.",
"Mut","Mars",6.97,22.36,324.24,"Planetocentric  +East  0 - 360","Approved","1976","Town in Turkey.",
"Mutch","Mars",198.81,0.6,304.79,"Planetocentric  +East  0 - 360","Approved","1985","Dr. Thomas A.; American geologist, Viking Lander Imaging Team leader (1931-1980).",
"Naar","Mars",11.34,22.91,317.87,"Planetocentric  +East  0 - 360","Approved","1976","Town in Egypt.",
"Naic","Mars",8.68,24.45,107.44,"Planetocentric  +East  0 - 360","Approved","1976","Town in the Philippines.",
"Nain","Mars",6.89,41.47,126.84,"Planetocentric  +East  0 - 360","Approved","1979","Town in Newfoundland, Canada.",
"Naju","Mars",8.03,44.99,122.86,"Planetocentric  +East  0 - 360","Approved","1979","Town in the Republic of Korea.",
"Naktong Vallis","Mars",669.63,4.89,33.39,"Planetocentric  +East  0 - 360","Approved","1982","Modern name for river in the Republic of Korea.",
"Nakusp","Mars",7.26,24.73,324.55,"Planetocentric  +East  0 - 360","Approved","Sep 14, 2006","Town in British Columbia.",
"Nan","Mars",2.29,-26.69,340.06,"Planetocentric  +East  0 - 360","Approved","1976","Town in Thailand.",
"Nanedi Valles","Mars",550,5.05,311.38,"Planetocentric  +East  0 - 360","Approved","1976","Word for ""planet"" in Sesotho, national language of Lesotho, Africa.",
"Nansen","Mars",74.63,-49.92,219.58,"Planetocentric  +East  0 - 360","Approved","1967","Fridtjof; Norwegian explorer (1861-1930).",
"Napo Vallis","Mars",87.5,-25.97,78.03,"Planetocentric  +East  0 - 360","Approved","Oct 12, 2014","River in Ecuador.",
"Nardo","Mars",25.1,-27.51,327.16,"Planetocentric  +East  0 - 360","Approved","1976","Town in Italy.",
"Naro Vallis","Mars",442.72,-4,60.71,"Planetocentric  +East  0 - 360","Approved","1985","Ancient name for modern Neretva River, Yugoslavia.",
"Naruko","Mars",4.17,-36.24,198.3,"Planetocentric  +East  0 - 360","Approved","Jan 18, 2008","Former town in Japan.",
"Naryn","Mars",3.94,14.89,123.3,"Planetocentric  +East  0 - 360","Approved","Jul 1, 2008","Town in Kyrgyzstan. ",
"Naukan","Mars",7.47,21.25,329.42,"Planetocentric  +East  0 - 360","Approved","1976","Town in Russia.",
"Navan","Mars",24.86,-25.89,336.5,"Planetocentric  +East  0 - 360","Approved","1976","Town in Ireland.",
"Navua Valles","Mars",500,-33.94,82.68,"Planetocentric  +East  0 - 360","Approved","Jul 27, 2015","River in Fiji.",
"Nazca","Mars",15.01,-31.63,93.67,"Planetocentric  +East  0 - 360","Approved","1991","Town in Peru.",
"Nectar","Mars",0,-27.72,288,"Planetocentric  +East  0 - 360","Approved","1958","Named for the drink of the gods.",
"Nectaris Fossae","Mars",623.07,-23.09,302.84,"Planetocentric  +East  0 - 360","Approved","1985","Classical albedo feature name.",
"Nectaris Montes","Mars",220,-14.64,305.35,"Planetocentric  +East  0 - 360","Approved","May 26, 2015","Classical martian albedo feature, Nectaris",
"Negele","Mars",36.93,-35.8,96,"Planetocentric  +East  0 - 360","Approved","1991","Town in Ethiopia.",
"Negril","Mars",52,20.19,69.43,"Planetocentric  +East  0 - 360","Approved","Aug 20, 2015","Town in Jamaica.",
"Neith Regio","Mars",0,37.67,88,"Planetocentric  +East  0 - 360","Approved","1958","Lower world in Egyptian mythology.",
"Neive","Mars",2.79,23.18,107.07,"Planetocentric  +East  0 - 360","Approved","1988","Town in Italy.",
"Nema","Mars",14.54,20.7,307.87,"Planetocentric  +East  0 - 360","Approved","1976","Town in Russia.",
"Nepa","Mars",16.16,-24.97,340.33,"Planetocentric  +East  0 - 360","Approved","1976","Town in Russia.",
"Nepenthes","Mars",0,19.78,100,"Planetocentric  +East  0 - 360","Approved","1958","Egyptian drug of forgetfulness.",
"Nepenthes Mensae","Mars",2176.23,9.19,119.42,"Planetocentric  +East  0 - 360","Approved","1976","Classical albedo feature name.",
"[Nepenthes Patera]","Mars",25,11.86,89,"Planetocentric  +East  0 - 360","Dropped","1979","Classical albedo feature name; dropped 1979.",
"Nepenthes Planum","Mars",1650.14,14.01,113.79,"Planetocentric  +East  0 - 360","Approved","Jul 1, 2009","Classical albedo feature name.",
"Nereidum Fretum","Mars",0,-44.66,305,"Planetocentric  +East  0 - 360","Approved","1958","""Straits of the Nereids"", who were sea nymphs.",
"Nereidum Montes","Mars",1142.58,-37.57,316.79,"Planetocentric  +East  0 - 360","Approved","1973","Classical albedo feature name.",
"Nestus Valles","Mars",38.25,-7.03,201.52,"Planetocentric  +East  0 - 360","Approved","1985","Classical name for river in Macedonia (Greece).",
"Never","Mars",2.75,23.5,105.77,"Planetocentric  +East  0 - 360","Approved","1988","Town in Russia.",
"Neves","Mars",22.13,-3.39,151.31,"Planetocentric  +East  0 - 360","Approved","Jun 3, 2013","Town in the Republic of Sao Tome and Principe.",
"New Bern","Mars",1.73,21.53,310.85,"Planetocentric  +East  0 - 360","Approved","1979","American colonial town (North Carolina).",
"Newcomb","Mars",254.13,-24.27,1.04,"Planetocentric  +East  0 - 360","Approved","1973","Simon; American astronomer (1835-1909).",
"New Haven","Mars",1.51,22.08,310.74,"Planetocentric  +East  0 - 360","Approved","1979","American colonial town (Connecticut).",
"New Plymouth","Mars",31.54,-15.78,175.87,"Planetocentric  +East  0 - 360","Approved","2003","Town in Idaho, USA.",
"Newport","Mars",1.97,22.24,311.04,"Planetocentric  +East  0 - 360","Approved","1979","American colonial town (Rhode Island).",
"Newton","Mars",299.94,-40.5,201.97,"Planetocentric  +East  0 - 360","Approved","1973","Isaac; British physicist (1643-1727).",
"Nhill","Mars",23.7,-28.68,256.67,"Planetocentric  +East  0 - 360","Approved","1991","Town in Victoria, Australia.",
"Nia Fossae","Mars",379.56,-14.73,288.23,"Planetocentric  +East  0 - 360","Approved","1982","Classical albedo feature name.",
"Nia Mensa","Mars",95,-7.72,292.68,"Planetocentric  +East  0 - 360","Approved","Apr 17, 2015","Classical albedo feature name, Nia",
"Nia Tholus","Mars",34.01,-6.59,285.05,"Planetocentric  +East  0 - 360","Approved","Mar 11, 2013","Classical albedo feature name.",
"Nia Vallis","Mars",140,-53.53,325.19,"Planetocentric  +East  0 - 360","Approved","1991","Lowell canal name; also classical river name.",
"Nicer Vallis","Mars",22.6,-6.96,201.81,"Planetocentric  +East  0 - 360","Approved","1985","Classical name for present Neckar River, Germany.",
